date,indicator,max_temp,indicator,min_temp,igmin,min_grass,indicator,precipitation,pressure_cbl,wind_speed,indicator,max_10minute_wind,indicator,dir_10minute_wind,indicator,max_gust,sun,dos,global_radiation,soil,potential_evap,evap,smd_wd,smd_md,smd_pd,Latitude,Longitude,Station Name,year,month,day,temp_range,total_soil_moisture,wind_category,extreme_rain,heatwave,high_wind,sun_category,season
1980-11-24,0,-0.07,0,-0.03,0,6.3,0,0.58,1001.6,0.42,0,0.35,0,0.54,0,0.53,-0.5,0,196,-0.32,0.5,0.6,-1.39,-1.07,-1.04,53.43,-6.24,Dublin Airport,1980,11,24,7.0,-1.28,W,1,1,1,Very Low,Winter
1980-11-25,0,-1.46,0,-1.11,0,2.9,2,-0.71,1004.0,1.3,0,1.11,0,1.59,0,1.25,-0.99,0,120,-0.85,0.5,0.7,-1.19,-0.79,-1.04,53.43,-6.24,Dublin Airport,1980,11,25,5.0,-0.82,N,0,1,1,Very Low,Winter
1980-11-26,0,-1.46,1,-1.6,1,-2.9,3,-0.71,1008.5,0.4,0,-0.11,0,0.66,0,0.12,0.27,0,366,-1.25,0.2,0.2,-1.15,-0.76,-1.04,53.43,-6.24,Dublin Airport,1980,11,26,7.2,-0.75,W,0,1,1,Moderate,Winter
1980-11-27,0,-1.05,0,-0.61,0,2.7,0,-0.66,1003.7,0.98,0,0.81,0,0.89,0,0.84,0.43,0,349,-1.01,0.7,0.8,-0.91,-0.57,-1.04,53.43,-6.24,Dublin Airport,1980,11,27,4.8,-0.35,W,0,1,1,Moderate,Winter
1980-11-28,0,-1.87,0,-1.36,1,-2.5,2,-0.71,1011.8,0.56,0,0.35,0,1.36,0,0.53,0.81,0,377,-1.46,0.6,0.7,-0.67,-0.39,-1.04,53.43,-6.24,Dublin Airport,1980,11,28,4.1,0.05,NW,0,1,1,Moderate,Uncategorized
1980-11-29,0,-1.89,1,-1.74,1,-5.2,3,-0.71,1026.2,-0.67,0,-0.88,0,1.36,0,-0.91,0.65,0,349,-1.66,0.3,0.4,-0.55,-0.29,-1.04,53.43,-6.24,Dublin Airport,1980,11,29,5.7,0.25,NW,0,1,1,Moderate,Uncategorized
1980-11-30,0,-1.25,0,-1.24,1,-4.3,3,-0.71,1032.8,-1.61,0,-1.49,0,-0.28,0,-1.74,0.33,0,300,-1.62,0.2,0.4,-0.43,-0.2,-1.04,53.43,-6.24,Dublin Airport,1980,11,30,6.6,0.45,S,0,1,1,Moderate,Winter
1980-12-01,0,-1.01,0,-1.11,1,-2.6,0,1.67,1024.2,0.33,0,0.5,0,0.54,0,0.74,-1.07,0,48,-1.51,0.6,0.8,-1.39,-1.53,-1.04,53.43,-6.24,Dublin Airport,1980,12,1,7.2,-1.78,W,1,1,1,Very Low,Winter
1980-12-02,0,-0.85,0,-0.9,0,2.6,0,-0.51,1013.0,0.31,0,0.04,0,1.47,0,0.22,-0.53,0,232,-1.1,0.2,0.2,-1.39,-1.0,-1.04,53.43,-6.24,Dublin Airport,1980,12,2,7.1,-1.22,NW,0,1,1,Very Low,Winter
1980-12-03,0,-1.8,0,-1.36,1,-3.1,2,-0.71,1015.5,-0.34,0,-0.88,0,1.01,0,-0.91,-0.66,0,226,-1.57,0.4,0.5,-1.23,-0.82,-1.04,53.43,-6.24,Dublin Airport,1980,12,3,4.4,-0.88,W,0,1,1,Very Low,Winter
1980-12-04,0,-1.09,0,-1.18,1,-0.9,3,-0.71,1010.0,0.22,0,-0.11,0,0.89,0,0.22,-0.85,0,161,-1.45,0.3,0.4,-1.11,-0.73,-1.04,53.43,-6.24,Dublin Airport,1980,12,4,7.1,-0.68,W,0,1,1,Very Low,Winter
1980-12-05,0,-0.66,0,-0.32,0,4.1,2,-0.71,999.5,1.99,0,1.57,0,0.89,0,1.87,-0.66,0,183,-0.96,0.8,1.0,-0.83,-0.51,-1.04,53.43,-6.24,Dublin Airport,1980,12,5,5.4,-0.22,W,0,1,1,Very Low,Winter
1980-12-06,0,-1.58,1,-1.47,1,-2.5,2,-0.71,1003.3,-0.22,0,0.04,0,1.01,0,0.12,-0.07,0,254,-1.36,0.1,0.2,-0.75,-0.45,-1.04,53.43,-6.24,Dublin Airport,1980,12,6,6.0,-0.08,W,0,1,1,Low,Winter
1980-12-07,0,-2.19,1,-1.87,1,-5.4,3,-0.71,1016.4,-0.74,0,-1.18,0,1.12,0,-1.22,0.73,0,325,-1.79,0.1,0.2,-0.71,-0.42,-1.04,53.43,-6.24,Dublin Airport,1980,12,7,4.8,-0.02,NW,0,0,1,Moderate,Uncategorized
1980-12-08,0,-1.27,1,-1.87,1,-6.0,2,-0.71,1019.6,-0.27,0,0.2,0,0.19,0,0.22,-0.24,0,276,-1.9,0.4,0.4,-0.59,-0.32,-1.04,53.43,-6.24,Dublin Airport,1980,12,8,9.3,0.18,SW,0,1,1,Low,Winter
1980-12-09,0,-0.68,0,0.2,0,4.0,2,-0.71,1011.9,1.25,0,1.27,0,0.07,0,1.46,-1.07,0,58,-1.23,1.2,1.5,-0.11,0.05,-0.92,53.43,-6.24,Dublin Airport,1980,12,9,3.0,1.17,SW,0,1,1,Very Low,Uncategorized
1980-12-10,0,-0.13,0,0.83,0,7.5,0,2.15,1002.7,1.52,0,0.96,0,0.07,0,1.36,-1.07,0,52,-0.65,0.8,1.1,-1.39,-2.01,-1.04,53.43,-6.24,Dublin Airport,1980,12,10,2.9,-2.3,SW,1,1,1,Very Low,Uncategorized
1980-12-11,0,-0.34,0,0.06,0,6.9,0,0.24,1004.2,-0.31,0,-0.26,0,0.54,0,-0.19,0.33,0,263,-0.62,0.1,0.1,-1.39,-1.5,-1.04,53.43,-6.24,Dublin Airport,1980,12,11,5.3,-1.75,W,0,1,1,Moderate,Uncategorized
1980-12-12,0,-0.09,0,0.56,1,-0.3,0,0.43,998.5,0.69,0,0.65,0,0.07,0,1.25,-1.07,0,61,-0.52,0.6,0.7,-1.39,-1.47,-1.04,53.43,-6.24,Dublin Airport,1980,12,12,4.3,-1.72,SW,1,1,1,Very Low,Uncategorized
1980-12-13,0,-0.21,0,0.33,0,8.8,0,-0.51,990.0,2.08,0,3.1,0,0.42,0,2.9,-0.16,0,225,-0.51,0.6,0.7,-1.31,-0.88,-1.04,53.43,-6.24,Dublin Airport,1980,12,13,4.7,-1.02,SW,0,1,1,Low,Uncategorized
1980-12-14,0,-0.17,0,-0.72,0,5.7,0,0.28,987.1,2.01,0,3.1,0,0.42,0,3.11,-0.72,0,170,-0.77,0.9,1.2,-1.39,-1.22,-1.04,53.43,-6.24,Dublin Airport,1980,12,14,9.6,-1.45,SW,0,1,1,Very Low,Winter
1980-12-15,0,-1.68,0,-1.04,1,-0.4,0,0.33,997.4,-0.14,0,-0.26,0,1.01,0,0.33,-0.45,0,173,-1.24,0.4,0.4,-1.39,-1.47,-1.04,53.43,-6.24,Dublin Airport,1980,12,15,3.6,-1.72,W,0,1,1,Low,Winter
1980-12-16,0,-0.42,0,-1.09,1,-0.6,0,0.28,1008.3,0.11,0,0.04,0,0.31,0,0.22,-1.07,0,103,-1.25,0.3,0.4,-1.39,-1.47,-1.04,53.43,-6.24,Dublin Airport,1980,12,16,10.0,-1.72,SW,0,1,1,Very Low,Winter
1980-12-17,0,-0.36,0,-0.77,0,7.3,0,-0.16,999.2,1.16,0,0.96,0,0.89,0,1.46,-1.07,0,89,-0.69,0.5,0.6,-1.39,-1.13,-1.04,53.43,-6.24,Dublin Airport,1980,12,17,8.9,-1.35,W,0,1,1,Very Low,Winter
1980-12-18,0,-1.66,0,-1.2,1,-0.4,2,-0.71,997.9,0.87,0,0.96,0,0.42,0,1.05,0.14,0,269,-1.36,0.4,0.5,-1.23,-0.82,-1.04,53.43,-6.24,Dublin Airport,1980,12,18,4.4,-0.88,SW,0,1,1,Moderate,Winter
1980-12-19,0,-0.89,0,-1.2,1,-2.5,0,2.15,981.7,0.25,0,0.35,0,0.89,0,0.64,-1.07,0,88,-1.33,0.3,0.5,-1.39,-2.01,-1.04,53.43,-6.24,Dublin Airport,1980,12,19,8.2,-2.3,W,1,1,1,Very Low,Winter
1980-12-20,0,-1.42,0,-0.32,0,2.4,0,1.13,972.4,0.67,0,0.96,0,1.01,0,1.15,-0.93,0,144,-1.19,0.4,0.6,-1.39,-1.96,-1.04,53.43,-6.24,Dublin Airport,1980,12,20,1.7,-2.25,W,1,1,1,Very Low,Winter
1980-12-21,0,-0.76,0,-0.41,0,2.4,0,-0.61,991.4,0.63,0,0.04,0,1.01,0,0.22,-0.56,0,170,-1.12,0.3,0.4,-1.35,-0.91,-1.04,53.43,-6.24,Dublin Airport,1980,12,21,5.3,-1.08,W,0,1,1,Very Low,Winter
1980-12-22,0,-0.19,0,0.74,0,6.3,0,-0.56,1002.6,0.89,0,0.96,0,0.42,0,1.46,-0.72,0,178,-0.7,0.5,0.6,-1.27,-0.85,-1.04,53.43,-6.24,Dublin Airport,1980,12,22,3.0,-0.95,SW,0,1,1,Very Low,Uncategorized
1980-12-23,0,-0.21,0,0.51,0,8.0,0,-0.36,1004.0,1.43,0,1.57,0,0.54,0,1.67,-0.02,0,232,-0.47,0.5,0.5,-1.35,-0.91,-1.04,53.43,-6.24,Dublin Airport,1980,12,23,3.9,-1.08,W,0,1,1,Low,Uncategorized
1980-12-24,0,-0.13,0,-0.36,0,6.3,0,1.97,999.1,1.03,0,1.88,0,0.19,0,1.87,-0.93,0,127,-0.51,0.9,1.1,-1.39,-2.01,-1.04,53.43,-6.24,Dublin Airport,1980,12,24,8.2,-2.3,SW,1,1,1,Very Low,Winter
1980-12-25,0,-1.58,0,-1.04,0,0.9,0,0.14,1002.7,1.66,0,0.65,0,0.42,0,0.84,-0.32,0,200,-1.15,0.3,0.5,-1.39,-1.37,-1.04,53.43,-6.24,Dublin Airport,1980,12,25,4.1,-1.62,SW,0,1,1,Low,Winter
1980-12-26,0,-2.11,0,-1.29,1,-0.5,0,-0.31,1010.3,0.16,0,0.5,0,0.66,0,0.53,-1.07,0,115,-1.46,0.3,0.4,-1.39,-1.1,-1.04,53.43,-6.24,Dublin Airport,1980,12,26,2.6,-1.32,W,0,0,1,Very Low,Winter
1980-12-27,0,-1.46,1,-1.56,1,-4.6,3,-0.71,1018.8,-0.16,0,-0.26,0,0.54,0,-0.29,-0.91,0,197,-1.58,0.2,0.3,-1.31,-0.88,-1.04,53.43,-6.24,Dublin Airport,1980,12,27,7.0,-1.02,W,0,1,1,Very Low,Winter
1980-12-28,0,-0.66,0,0.02,1,-1.4,2,-0.71,1021.0,0.87,0,0.2,0,0.66,0,0.22,-1.07,0,90,-0.92,0.6,0.8,-1.07,-0.7,-1.04,53.43,-6.24,Dublin Airport,1980,12,28,3.9,-0.62,W,0,1,1,Very Low,Uncategorized
1980-12-29,0,-0.54,0,0.58,0,6.6,2,-0.71,1018.2,1.41,0,0.65,0,0.31,0,0.74,-1.01,0,105,-0.67,1.0,1.2,-0.67,-0.39,-1.04,53.43,-6.24,Dublin Airport,1980,12,29,2.0,0.05,SW,0,1,1,Very Low,Uncategorized
1980-12-30,0,-0.54,0,0.67,0,7.8,2,-0.66,1012.8,1.95,0,1.57,0,0.31,0,1.56,-1.01,0,149,-0.6,0.8,1.0,-0.39,-0.17,-1.04,53.43,-6.24,Dublin Airport,1980,12,30,1.6,0.52,SW,0,1,1,Very Low,Uncategorized
1980-12-31,0,-0.66,0,-0.52,0,5.0,0,-0.26,1009.1,2.46,0,2.34,0,0.77,0,2.49,-0.91,0,197,-0.76,0.5,0.7,-0.55,-0.29,-1.04,53.43,-6.24,Dublin Airport,1980,12,31,6.3,0.25,W,0,1,1,Very Low,Winter
1981-01-01,0,-1.09,0,-0.61,0,1.6,2,-0.71,1016.4,1.21,0,1.27,0,0.54,0,1.46,-0.4,0,246,-1.17,0.6,0.7,-0.31,-0.11,-1.04,53.43,-6.24,Dublin Airport,1981,1,1,4.6,0.65,W,0,1,1,Low,Winter
1981-01-02,0,-0.44,0,0.2,0,5.2,0,-0.46,1003.4,3.45,0,2.34,0,0.66,0,2.08,-1.07,0,88,-0.71,0.5,0.8,-0.31,-0.11,-1.04,53.43,-6.24,Dublin Airport,1981,1,2,4.2,0.65,W,0,1,1,Very Low,Uncategorized
1981-01-03,0,-0.42,0,-0.66,0,4.6,0,-0.66,995.8,2.19,0,2.34,0,0.77,0,2.39,-0.4,0,230,-0.85,0.7,0.8,-0.07,0.08,-1.04,53.43,-6.24,Dublin Airport,1981,1,3,8.1,1.05,W,0,1,1,Low,Winter
1981-01-04,0,-1.85,1,-1.54,1,-1.0,2,-0.71,1007.5,0.38,0,0.2,0,1.12,0,0.33,0.6,0,324,-1.4,0.4,0.4,0.08,0.2,-1.01,53.43,-6.24,Dublin Airport,1981,1,4,5.0,1.37,NW,0,1,1,Moderate,Uncategorized
1981-01-05,0,-1.5,1,-1.87,1,-4.0,0,-0.41,1014.3,0.04,0,0.2,0,0.66,0,0.33,-0.72,0,210,-1.59,0.2,0.2,-0.11,0.05,-1.04,53.43,-6.24,Dublin Airport,1981,1,5,8.2,0.98,W,0,1,1,Very Low,Winter
1981-01-06,0,-1.09,0,-0.18,1,-1.2,0,-0.01,1017.0,0.36,0,0.5,0,0.89,0,0.53,-1.07,0,64,-1.11,0.4,0.6,-0.51,-0.26,-1.04,53.43,-6.24,Dublin Airport,1981,1,6,2.7,0.32,W,0,1,1,Very Low,Winter
1981-01-07,0,-0.81,0,-0.21,1,-1.1,2,-0.71,1023.4,-0.27,0,-0.26,0,0.66,0,-0.09,-1.07,0,132,-0.92,0.2,0.3,-0.43,-0.2,-1.04,53.43,-6.24,Dublin Airport,1981,1,7,4.2,0.45,W,0,1,1,Very Low,Winter
1981-01-08,0,-0.54,0,0.47,0,6.6,2,-0.71,1020.0,0.94,0,0.2,0,0.54,0,0.33,-1.04,0,120,-0.63,0.8,1.0,-0.11,0.05,-0.92,53.43,-6.24,Dublin Airport,1981,1,8,2.5,1.17,W,0,1,1,Very Low,Uncategorized
1981-01-09,0,-0.83,0,-1.06,0,3.5,0,-0.31,1015.6,0.25,0,0.04,0,0.31,0,0.33,-0.34,0,231,-0.92,0.4,0.5,-0.27,-0.08,-0.98,53.43,-6.24,Dublin Airport,1981,1,9,7.9,0.8,SW,0,1,1,Low,Winter
1981-01-10,0,-1.93,0,-1.24,1,-3.2,2,-0.71,1024.2,0.29,0,0.2,0,1.83,0,0.02,0.43,0,322,-1.51,0.7,0.8,0.01,0.14,-0.78,53.43,-6.24,Dublin Airport,1981,1,10,3.3,1.57,N,0,1,1,Moderate,Winter
1981-01-11,0,-1.66,0,-1.02,1,-3.0,2,-0.71,1023.0,-0.14,0,0.2,0,0.54,0,0.22,-1.07,0,156,-1.47,0.5,0.6,0.16,0.26,-0.64,53.43,-6.24,Dublin Airport,1981,1,11,3.6,2.03,W,0,1,1,Very Low,Winter
1981-01-12,0,-1.29,1,-1.51,0,1.5,0,-0.61,1010.8,1.57,0,1.27,0,1.01,0,1.05,-0.34,0,245,-1.28,0.4,0.5,0.24,0.32,-0.6,53.43,-6.24,Dublin Airport,1981,1,12,7.6,2.23,W,0,1,1,Low,Winter
1981-01-13,0,-1.03,1,-1.67,1,-3.9,0,0.98,1010.8,0.85,0,1.11,0,0.89,0,1.36,-1.07,0,81,-1.54,0.5,0.7,-0.91,-0.57,-1.04,53.43,-6.24,Dublin Airport,1981,1,13,9.6,-0.35,W,1,1,1,Very Low,Winter
1981-01-14,0,-0.66,0,-1.02,0,6.3,0,1.77,993.1,2.84,0,2.03,0,0.77,0,2.08,-1.07,0,70,-0.94,0.6,0.9,-1.39,-1.96,-1.04,53.43,-6.24,Dublin Airport,1981,1,14,8.5,-2.25,W,1,1,1,Very Low,Winter
1981-01-15,0,-1.82,1,-1.4,1,-0.4,2,-0.71,992.9,0.45,0,0.2,0,0.89,0,0.33,-0.07,0,312,-1.52,0.5,0.6,-1.19,-0.79,-1.04,53.43,-6.24,Dublin Airport,1981,1,15,4.5,-0.82,W,0,1,1,Low,Winter
1981-01-16,0,-0.78,1,-1.42,1,-2.0,0,2.15,989.5,1.16,0,1.57,0,0.77,0,1.87,-0.53,0,224,-1.39,0.5,0.7,-1.39,-2.01,-1.04,53.43,-6.24,Dublin Airport,1981,1,16,9.7,-2.3,W,1,1,1,Very Low,Winter
1981-01-17,0,-1.31,0,-1.11,0,1.4,0,-0.66,991.2,2.31,0,1.88,0,1.24,0,2.39,-0.66,0,204,-1.39,0.8,1.2,-1.11,-0.73,-1.04,53.43,-6.24,Dublin Airport,1981,1,17,5.7,-0.68,NW,0,1,1,Very Low,Winter
1981-01-18,0,-0.68,0,-1.24,1,-2.4,0,1.57,999.6,0.36,0,0.96,0,0.66,0,1.46,-0.85,0,198,-1.42,0.4,0.5,-1.39,-2.01,-1.04,53.43,-6.24,Dublin Airport,1981,1,18,9.4,-2.3,W,1,1,1,Very Low,Winter
1981-01-19,0,-1.29,0,-0.34,0,2.4,0,-0.56,1000.4,0.72,0,0.5,0,0.77,0,0.64,-0.45,0,254,-1.22,0.5,0.6,-1.31,-0.88,-1.04,53.43,-6.24,Dublin Airport,1981,1,19,2.4,-1.02,W,0,1,1,Low,Winter
1981-01-20,0,-0.76,0,-0.81,1,-0.5,0,1.33,1005.8,-0.81,0,-0.42,0,0.54,0,-0.6,-1.07,0,104,-1.19,0.3,0.4,-1.39,-2.01,-1.04,53.43,-6.24,Dublin Airport,1981,1,20,7.1,-2.3,W,1,1,1,Very Low,Winter
1981-01-21,0,-0.25,0,0.78,0,4.9,2,-0.71,1014.0,1.14,0,0.35,0,0.77,0,0.53,-1.07,0,135,-0.58,0.4,0.6,-1.23,-0.82,-1.04,53.43,-6.24,Dublin Airport,1981,1,21,2.5,-0.88,W,0,1,1,Very Low,Uncategorized
1981-01-22,0,-0.3,0,0.4,0,9.1,2,-0.71,1019.1,-0.56,0,-0.57,0,0.54,0,-0.4,-0.61,0,237,-0.46,0.3,0.4,-1.07,-0.7,-1.04,53.43,-6.24,Dublin Airport,1981,1,22,4.0,-0.62,W,0,1,1,Very Low,Uncategorized
1981-01-23,0,-0.07,0,0.47,0,5.3,0,-0.71,1016.0,-0.34,0,-0.26,0,0.31,0,-0.19,-0.8,0,260,-0.57,1.0,1.2,-0.67,-0.39,-1.04,53.43,-6.24,Dublin Airport,1981,1,23,4.8,0.05,SW,0,1,1,Very Low,Uncategorized
1981-01-24,0,-0.91,0,-0.34,0,3.0,0,-0.66,1013.5,-0.16,0,-0.26,0,0.31,0,-0.09,0.7,0,438,-0.79,0.4,0.5,-0.55,-0.29,-1.04,53.43,-6.24,Dublin Airport,1981,1,24,4.3,0.25,SW,0,1,1,Moderate,Uncategorized
1981-01-25,0,-0.89,0,-0.54,0,2.0,0,0.78,1015.8,0.07,0,-0.11,0,0.42,0,-0.19,-0.58,0,314,-0.97,0.5,0.7,-1.39,-1.07,-1.04,53.43,-6.24,Dublin Airport,1981,1,25,5.3,-1.28,SW,1,1,1,Very Low,Winter
1981-01-26,0,-0.76,0,0.06,0,6.6,0,-0.46,1019.3,0.11,0,-0.26,0,0.54,0,-0.19,-1.07,0,128,-0.64,0.5,0.6,-1.39,-0.94,-1.04,53.43,-6.24,Dublin Airport,1981,1,26,3.2,-1.15,W,0,1,1,Very Low,Uncategorized
1981-01-27,0,-1.01,0,-0.41,0,4.4,3,-0.71,1024.7,-1.59,0,-1.18,0,0.54,0,-1.32,-1.07,0,193,-0.72,0.3,0.5,-1.27,-0.85,-1.04,53.43,-6.24,Dublin Airport,1981,1,27,4.1,-0.95,W,0,1,1,Very Low,Winter
1981-01-28,0,-0.7,0,-0.59,1,-1.3,3,-0.71,1024.1,-1.19,0,-0.72,0,-0.63,0,-0.6,0.22,0,427,-1.02,0.3,0.4,-1.15,-0.76,-1.04,53.43,-6.24,Dublin Airport,1981,1,28,6.4,-0.75,SE,0,1,1,Moderate,Winter
1981-01-29,0,-0.6,0,-0.07,0,1.0,3,-0.71,1021.8,-1.03,0,-0.72,0,0.54,0,-0.71,0.14,0,470,-0.86,0.3,0.5,-1.03,-0.66,-1.04,53.43,-6.24,Dublin Airport,1981,1,29,4.6,-0.55,W,0,1,1,Moderate,Winter
1981-01-30,0,-1.13,0,-0.09,0,5.4,0,-0.71,1022.9,-1.19,0,-1.18,0,0.54,0,-1.12,-1.04,0,108,-0.82,0.6,0.8,-0.79,-0.48,-1.04,53.43,-6.24,Dublin Airport,1981,1,30,2.1,-0.15,W,0,1,1,Very Low,Winter
1981-01-31,0,-0.83,0,-0.34,0,4.2,3,-0.71,1023.8,-0.83,0,-0.57,0,0.19,0,-0.5,0.19,0,421,-0.84,0.6,0.7,-0.55,-0.29,-1.04,53.43,-6.24,Dublin Airport,1981,1,31,4.7,0.25,SW,0,1,1,Moderate,Winter
1981-02-01,0,-0.76,0,-0.84,1,-2.5,3,-0.71,1021.2,-0.43,0,-0.26,0,0.07,0,0.33,-0.05,0,443,-1.08,0.5,0.6,-0.39,-0.17,-1.04,53.43,-6.24,Dublin Airport,1981,2,1,7.2,0.52,SW,0,1,1,Low,Winter
1981-02-02,0,-0.23,0,0.4,0,4.6,0,2.15,1005.9,2.08,0,2.49,0,0.31,0,2.7,-1.07,0,120,-0.59,0.5,0.8,-1.39,-2.01,-1.04,53.43,-6.24,Dublin Airport,1981,2,2,4.3,-2.3,SW,1,1,1,Very Low,Uncategorized
1981-02-03,0,-1.11,0,-0.68,0,3.5,0,-0.36,994.0,1.41,0,0.96,0,0.77,0,1.15,-0.64,0,368,-0.79,0.5,0.7,-1.39,-1.0,-1.04,53.43,-6.24,Dublin Airport,1981,2,3,4.8,-1.22,W,0,1,1,Very Low,Winter
1981-02-04,0,-1.46,0,-1.13,1,-0.5,0,0.09,994.2,0.51,0,0.2,0,1.01,0,0.33,0.35,0,496,-1.29,0.5,0.8,-1.39,-1.28,-1.04,53.43,-6.24,Dublin Airport,1981,2,4,5.1,-1.52,W,0,1,1,Moderate,Winter
1981-02-05,0,-0.68,0,-0.36,0,0.7,0,-0.61,1002.0,0.89,0,0.5,0,1.01,0,0.53,-0.26,0,391,-0.92,0.7,1.0,-1.19,-0.79,-1.04,53.43,-6.24,Dublin Airport,1981,2,5,5.5,-0.82,W,0,1,1,Low,Winter
1981-02-06,0,-0.27,0,0.47,0,6.6,2,-0.71,1006.1,1.92,0,1.27,0,0.66,0,1.46,-1.04,0,172,-0.6,0.9,1.2,-0.83,-0.51,-1.04,53.43,-6.24,Dublin Airport,1981,2,6,3.8,-0.22,W,0,1,1,Very Low,Uncategorized
1981-02-07,0,-0.17,0,0.6,0,5.9,0,-0.01,1007.0,1.54,0,0.96,0,0.54,0,1.05,-0.96,0,238,-0.51,1.0,1.3,-1.03,-0.66,-1.04,53.43,-6.24,Dublin Airport,1981,2,7,3.7,-0.55,W,0,1,1,Very Low,Uncategorized
1981-02-08,0,-0.66,0,-0.61,0,4.3,0,2.15,1007.9,-1.12,0,-0.57,0,1.12,0,-0.4,-1.07,0,93,-0.68,0.5,0.7,-1.39,-2.01,-1.04,53.43,-6.24,Dublin Airport,1981,2,8,6.7,-2.3,NW,1,1,1,Very Low,Winter
1981-02-09,0,-1.38,0,-1.33,1,-0.3,0,-0.41,1009.1,-0.29,0,-0.42,0,1.71,0,-0.19,0.46,0,542,-0.99,0.5,0.7,-1.39,-0.97,-1.04,53.43,-6.24,Dublin Airport,1981,2,9,6.4,-1.18,N,0,1,1,Moderate,Winter
1981-02-10,0,-1.54,1,-1.63,1,-2.0,3,-0.71,1017.2,-0.54,0,-0.72,0,1.36,0,-0.81,1.16,0,699,-1.36,0.5,0.7,-1.19,-0.79,-1.04,53.43,-6.24,Dublin Airport,1981,2,10,6.9,-0.82,NW,0,1,1,High,Uncategorized
1981-02-11,0,-1.38,1,-1.74,1,-4.7,2,-0.71,1010.9,-0.4,0,-0.88,0,-0.04,0,-0.29,-1.07,0,282,-1.48,0.6,0.8,-0.95,-0.6,-1.04,53.43,-6.24,Dublin Airport,1981,2,11,8.2,-0.42,S,0,1,1,Very Low,Winter
1981-02-12,0,-0.89,0,-0.09,0,3.0,2,-0.71,999.4,-0.02,0,0.04,0,-0.04,0,0.84,-1.07,0,73,-1.05,1.0,1.2,-0.55,-0.29,-1.04,53.43,-6.24,Dublin Airport,1981,2,12,3.3,0.25,S,0,1,1,Very Low,Winter
1981-02-13,0,-1.36,0,-1.02,1,-3.0,3,-0.71,1009.4,-0.76,0,-0.57,0,-0.63,0,-0.19,0.49,0,542,-1.27,0.7,1.0,-0.27,-0.08,-1.04,53.43,-6.24,Dublin Airport,1981,2,13,5.1,0.72,SE,0,1,1,Moderate,Winter
1981-02-14,0,-1.54,1,-1.47,1,-7.0,3,-0.71,1012.8,-1.41,0,-1.33,0,-0.63,0,-1.12,-0.02,0,424,-1.58,0.6,0.8,-0.07,0.08,-1.04,53.43,-6.24,Dublin Airport,1981,2,14,6.2,1.05,SE,0,1,1,Low,Winter
1981-02-15,0,-0.6,0,-1.09,1,-5.0,0,-0.61,1012.1,-0.74,0,-0.72,0,0.31,0,-0.71,0.3,0,578,-1.26,0.7,1.0,0.12,0.23,-1.04,53.43,-6.24,Dublin Airport,1981,2,15,9.1,1.38,SW,0,1,1,Moderate,Winter
1981-02-16,0,-1.11,0,-0.72,0,0.6,2,-0.71,1016.7,-1.14,0,-1.03,0,-1.21,0,-1.01,1.02,0,801,-1.06,0.7,1.0,0.4,0.45,-0.87,53.43,-6.24,Dublin Airport,1981,2,16,5.0,2.1,E,0,1,1,High,Uncategorized
1981-02-17,0,-1.46,0,-0.45,1,-2.2,0,-0.71,1015.8,0.04,0,0.04,0,-0.63,0,0.12,-0.8,0,285,-1.22,0.8,1.1,0.72,0.69,-0.66,53.43,-6.24,Dublin Airport,1981,2,17,2.1,2.93,SE,0,1,1,Very Low,Winter
1981-02-18,0,-1.66,0,-0.84,0,2.3,0,-0.71,1014.9,0.22,0,0.2,0,-0.63,0,0.22,-1.07,0,165,-1.27,1.1,1.4,0.9,0.83,-0.41,53.43,-6.24,Dublin Airport,1981,2,18,2.8,3.6,SE,0,1,1,Very Low,Winter
1981-02-19,0,-1.68,0,-1.27,1,-4.1,2,-0.71,1016.7,-1.05,0,-0.72,0,-0.86,0,-0.5,-0.24,0,544,-1.39,0.8,1.1,0.9,0.83,-0.21,53.43,-6.24,Dublin Airport,1981,2,19,4.6,3.9,SE,0,1,1,Low,Winter
1981-02-20,0,-2.03,0,-1.33,0,0.7,0,-0.16,1013.5,-1.34,0,-1.33,0,-0.51,0,-1.32,-1.07,0,191,-1.4,0.5,0.6,0.9,0.83,-0.37,53.43,-6.24,Dublin Airport,1981,2,20,3.2,3.67,S,0,1,1,Very Low,Winter
1981-02-21,0,-1.91,0,-1.02,1,-3.0,0,1.08,1002.6,-0.58,0,-0.26,0,-0.51,0,-0.09,-0.93,0,177,-1.46,0.6,0.8,-0.07,0.08,-1.03,53.43,-6.24,Dublin Airport,1981,2,21,2.4,1.07,S,1,1,1,Very Low,Winter
1981-02-22,0,-1.93,0,-1.36,1,-4.5,0,1.57,996.0,-0.94,0,-1.03,0,-0.98,0,-0.81,-1.07,0,131,-1.52,0.4,0.5,-1.39,-1.22,-1.04,53.43,-6.24,Dublin Airport,1981,2,22,3.8,-1.45,SE,1,1,1,Very Low,Winter
1981-02-23,0,-1.76,0,-0.88,0,0.5,0,-0.51,1004.8,-0.72,0,-1.03,0,-1.79,0,-0.91,-1.07,0,227,-1.39,0.6,0.9,-1.31,-0.88,-1.04,53.43,-6.24,Dublin Airport,1981,2,23,2.5,-1.02,NE,0,1,1,Very Low,Winter
